,company_name
208,A AHMED SOLUTIONS LTD
209,A. A. HOLMES LIMITED
210,A A HOMES LTD
211,A A HOMES AND HOUSING LTD
212,A A HOMES AND HOUSING (AYLESBURY) LIMITED
213,A A HOMES AND HOUSING (BASILDON) LIMITED
214,A A HOMES AND HOUSING BASILDON PROPERTY LTD
215,A A HOMES AND HOUSING(COACH HOUSE) LTD
216,A A HOMES AND HOUSING CONSTRUCTION LTD
217,A A HOMES AND HOUSING(COOMBE FARM) LTD
218,A A HOMES AND HOUSING (COOMBE LODGE) LTD
219,A A HOMES AND HOUSING (CROYDON) LIMITED
220,A A HOMES AND HOUSING (CROYDON) PROPERTY LIMITED
221,A A HOMES AND HOUSING (CYGNET HOUSE) LIMITED
222,A A HOMES AND HOUSING (EXCHANGE COURT) LIMITED
223,A A HOMES AND HOUSING (5 SYDENHAM ROAD) LIMITED
224,A A HOMES AND HOUSING GUILDHALL (PORTSMOUTH) LIMITED
225,A A HOMES AND HOUSING( HIPPODROME) LTD
226,A A HOMES AND HOUSING ( LESLIE ) LIMITED
227,A A HOMES AND HOUSING (LIVERPOOL ) LIMITED
228,A A HOMES AND HOUSING ( METRO POINT ) LIMITED
229,A A HOMES AND HOUSING (METRO POINT) PROPERTY LIMITED
230,A A HOMES AND HOUSING ( NORTH WEST) LTD
231,A A HOMES AND HOUSING (PORTSMOUTH) LIMITED
232,A A HOMES AND HOUSING (PREMIER) LIMITED
233,A A HOMES AND HOUSING (SUTTON) LTD
234,A A HOMES AND HOUSING(TRAFALGAR) LTD
235,A A HOMES (YORKSHIRE) LTD
236,A A HOUSING LIMITED
237,A A HOWARD LIMITED
238,A A H PLANNING CONSULTANTS LTD
239,A A H SOFTWARE LTD
240,A A HUTTON LLP
241,A A HYDRAULICS LIMITED
242,A. A. IBRAHIM LTD
243,A A I BUILDING SERVICES LIMITED
244,A. A. I. FIRE SYSTEMS LTD.
245,A A INDEPENDENT TELEVISION PRODUCTIONS LIMITED
246,A A INSTALLATIONS LIMITED
247,A A INSTALLATION SERVICES LIMITED
248,A. AINSWORTH & SONS (JEWELLERS) LIMITED
249,A AINSWORTH SURVEYORS LTD
250,A A INTEGRATED LIMITED
251,A A INTERNATIONAL LTD
252,A A INTERPRETING SERVICE LTD
253,A AIRD ASSOCIATES LIMITED
254,A AIRD EXCHANGE LTD
255,A. A. I. SECURITY SYSTEMS LTD.
256,A A JACOB LTD
257,A AJADI CONSULTING LTD
258,A AJADI PROPERTY MANAGEMENT LTD
259,A A JAMAL TAX CONSULTANTS LIMITED
260,A A J BUILDING SERVICES LTD
261,A A JEWELLERS LTD
262,A A JEWITT AND SONS LIMITED
263,A A J R SOLUTIONS LIMITED
264,A AKANNI LTD
265,A A KAYA LTD
266,A AKBOR CONSULTANCY LTD
267,A A KEAR ELECTRICAL SERVICES LIMITED
268,A A K HAULAGE LIMITED
269,A A K HEALTHCARE LIMITED
270,A AKHTAR LTD
271,A A KONIOR LIMITED
272,A AKONKO LIMITED
273,A A KRISH MEDICS LIMITED
274,A A KRUPSKI LTD
275,A A LATE SHOP LIMITED
276,A ALAVI LIMITED
277,A A LAW (LANCASHIRE) LTD
278,A ALBROW ENGINEERING LTD
279,A A L CONSULTANTS LIMITED
280,A. ALDERSON ELECTRICAL LTD
281,A ALDRIDGE GROUNDWORKS LTD
282,A A LEISURES LTD
283,A. ALEXANDER & SON (ELECTRICAL) LIMITED
284,A ALEXANDER BUILDERS LIMITED
285,A ALEXANDER MECHANICAL LTD
286,A ALEXANDER PLUMBING AND HEATING LIMITED
287,A ALEXANDER TILING LIMITED
288,A ALEXANDER TUTORING LTD
289,A ALFRED CONSULTANCY SERVICES LTD
290,A ALI CONTRACTING LIMITED
291,A ALI HEALTHCARE LIMITED
292,A ALI LOGISTICS LTD
293,A ALIN VARIA LTD
294,A A LIONS LTD
295,A ALI PROPERTIES LIMITED
296,A ALI PROPERTY INVESTMENTS LIMITED
297,A ALISA LIMITED
298,A ALLAN SERVICES LTD
299,A ALLEN & SON LIMITED
300,A. ALLEN CONSERVATION & RESTORATION LIMITED
301,A ALLEN CONSTRUCTION LTD
302,A. ALLEN DEVELOPMENTS LIMITED
303,A ALLEN ELECTRICAL LTD
304,A. ALLEN INVESTMENT SERVICES LIMITED
305,A ALLISON LTD
306,A ALLMAN INDEPENDENT SOCIAL WORK CONSULTANCY LIMITED
307,A ALLSOPP LIMITED
308,A. ALLSOPP MARKETING LTD
309,A  ALMUHAIMEEF LTD
310,A. A. LOCUM SOLUTIONS LIMITED
311,A A LOCUMS (WIDNES) LIMITED
312,A A LONDON MIMI MARKET LTD
313,A A LOVELL LTD
314,A ALSIAGH LIMITED
315,A ALTERATIONS LTD
316,A. ALTERBRIDGE LIMITED
317,A ALVAREZ LTD
318,A. ALVAREZ CATERING LTD
319,A ALVAREZ SERVICES LTD
320,A A LYONS LTD
321,A AMAC CARE LIMITED
322,A A MACDONALD LIMITED
323,A A MACDONALD JOINERY & BUILDING CONTRACTOR LIMITED
324,A A MACFARLANE ASSOCIATES LIMITED
325,A A MACHIN ELECTRICAL SERVICES LTD
326,A A MAGDUM LTD
327,A .AMANDA'S LIMITED
328,A AMAN MEDICAL SERVICES LTD
329,A A MARIAN LTD
330,A A MARQUEES LIMITED
331,A A MARRIOTT LIMITED
332,A A MARTIAL ARTS LIMITED
333,A A MASON LIMITED
334,A A MASON (CONSULTING) LTD
335,A A MASSEN TRADING LIMITED
336,A A MAX LTD
337,A AMBROSE TM LTD
338,A A M BUSINESS SOLUTIONS LTD
339,A A M CONSTRUCTION LIMITED
340,A A MECHANISE LIMITED
341,A A MEDICAL FINANCE SOLUTIONS LIMITED
342,A AMER LIMITED
343,A AM FOODS LTD
344,A A.MICHAELIDES LIMITED
345,A A MILLER & SON LTD
346,A A MIXERS LIMITED
347,A A MODLINSKI CONSULTANCY LIMITED
348,A A MOLYNEUX BUILDERS LIMITED
349,A A MOLYNEUX RENTALS LIMITED
350,A A MOORE & SON LTD
351,A A MOORLEY LIMITED
352,A A MORRISON LTD
353,A. A. MORTGAGES LTD.
354,A. AMOR WRITES LIMITED
355,A A MOSHARAF LTD
356,"A A MOT CENTRE, LIMITED"
357,A A M SOLUTIONS LTD
358,A ANAESTHETICS LTD
359,A ANAGNOSTOPOULOS LIMITED
360,A A NAILS LIMITED
361,A A NAJI TRANSPORT LIMITED
362,A A NAJI TRANSPORT LTD
363,A ANA MARIA LTD
364,A A NATHU LIMITED
365,A A N CONSULTING LIMITED
366,A  +  A LTD
367,A & A ACCOUNTANTS LIMITED
368,A AND A ACCOUNTING LTD.
369,A AND A ACCOUNTING SERVICES LIMITED
370,A & A ACCOUNTING SOLUTIONS LIMITED
371,A & A ACQUISTIONS LIMITED
372,A & A ADMINISTRATION LIMITED
373,A & A AGRICULTURAL CONTRACTORS AND PLANT HIRE LTD
374,A & A AGRICULTURE LIMITED
375,A AND AA ICT CONSULTANCY LTD
376,A & A & A LTD
377,A & A AND SONS ROOFING LTD
378,A & A APPLIANCE CARE LIMITED
379,A & A APPLIANCES LIMITED
380,A & AA PROPERTY LTD
381,A & A AQUATICS LTD
382,A & A ARABLE LIMITED
383,A AND A ARCHITECTS LLP
384,A & A ASHCROFT LIMITED
385,A & A ASSET MANAGEMENT LTD
386,A & A ASSETS LTD
387,A & A AUTOCARE LIMITED
388,A & A AUTO ELECTRICAL LTD
389,A & A AUTOMATICS LIMITED
390,A & A AUTOMOTIVE SERVICES LTD
391,A AND A AVIATION FLIGHT DEPARTMENT
392,A & A BAILEY LTD
393,A & A BANERJEE LTD
394,A & A BARR
395,A & A BAU LIMITED
396,A & A BEAUTY LTD
397,A & A BEAUTY TRAINING LTD
398,A. & A. BELL MARQUEE HIRE LIMITED
399,A & A BIRD HOLDINGS LTD
400,A AND A BLINDS LTD
401,A & A BROWN LIMITED
402,A & A BUILDING SURVEYORS LIMITED
403,A & A BUSINESS SOLUTIONS LTD
404,A & A BUSINESS SUPPLIES LIMITED
405,A & A CABLES LTD
406,T LIMITED
407,T & L PROPERTIES LIMITED
408,T CHOITHRAM INTERNATIONAL SA
409,T R T HOLDING TRUST REG
410,ALIGN DEVELOPMENTS LIMITED
411,THE ARABIC GULF NATIONAL ASSOCIATION ( T A G N A ) LTD
412,THE BLACK T COMPANY LTD
413,BLAUSTEIN GMBH LTD
414,BURNHAM INVESTMENTS LIMITED
415,CALVERT CARPENTRY & CONSTRUCTION LIMITED
416,CBT (NORFOLK) LTD
417,THE CONTROVERSIAL T SHIRT COMPANY LTD
418,THE DIVINE GREEK T LTD
419,THE DOTTED T LIMITED
420,HARBOUR MULTI-TRADES LIMITED
421,HAYWARD WRIGHT 2021 LIMITED
422,THE I T SERVICE MANAGEMENT FORUM INTERNATIONAL LIMITED
423,J.A. CRESCENT DENTAL CARE LIMITED
424,THE J & T CONSULTANCY (SOUTHERN) LTD
425,THE J T L PARTNERSHIP LIMITED
426,THE J W T PARTNERSHIP LTD
427,KENNEDY LOGISTICS LTD
428,KGH SURFACING LIMITED
429,KJ&B REAL ESTATE LTD
430,THE K T WONG FOUNDATION
431,THE LASH BRAND BY T LTD
432,LEEDS BUILDING SERVICES LIMITED
433,THE LONDON T LIMITED
434,MARSH TECH AUTOMOTIVE LTD
435,THE MG 'T' SOCIETY LIMITED
436,MID RHD LTD
437,THE M T SUTERWALLA FAMILY FOUNDATION
438,THE N T PUB CO LTD
439,OMNIS GLOBAL LTD
440,PIVOT TO PROFIT LTD
441,THE PLAYERS T S LIMITED
442,THE P T ROOM LTD
443,RMP BUSINESS SERVICES NE LTD
444,SAKEENAH FOUNDATION
445,S&L CIVIL ENGINEERING LTD
446,S B S METALWORKS LTD
447,SPARES MX LIMITED
448,"THE SWALLOWS (BLOCKS Q, R, S AND T) MANAGEMENT COMPANY LIMITED"
449,T A LIMITED
450,T A ACCESS LTD
451,T A A CONSULTING LIMITED
452,T A ADVISORY LIMITED
453,T A AGRI LTD
454,T A AIKEN CONSULTING LTD
455,T A A INTERNATIONAL LIMITED
456,T A & CO DEVELOPMENTS LTD
457,T A AND N CATERING LIMITED
458,T A & ROBINSON LTD
459,T A & S E HOLLOM LIMITED
460,T A & SONS PROPERTIES LTD
461,T A A WORK LIMITED
462,T. A. BARTLETT (PALLETS) LIMITED
463,T A B ASSET MANAGEMENT LTD
464,T A BATES LIMITED
465,T A BAYLIS ELECTRICAL SERVICES LTD
466,T ABBOTT PROPERTIES LTD
467,T A B BUILDERS LIMITED
468,T A BEDFORD LIMITED
469,T A B ENGINEERING LIMITED
470,T A B ENTERPRISES LIMITED
471,T ABERNETHY AND PARTNERS LIMITED
472,T A BEST PLUMBING LIMITED
473,T A BIRKS LIMITED
474,T A BLACKAMORE LIMITED
475,T A BLACKETT CONSULTING LIMITED
476,T A BLAIR FUNERAL DIRECTORS LIMITED
477,T A B PROJECT SOLUTIONS LIMITED
478,T ABRAHAMS GLOBAL EMPIRE LTD
479,T ABRAMS LIMITED
480,T. A. BROCKBANK LIMITED
481,T ABROKWA CONSULTANCY LTD
482,T A BROOKS CONSULTANCY LTD
483,T A BROWNE CONTRACT SERVICES LTD
484,T A BUILDING SERVICES LIMITED
485,T A BURKE LIMITED
486,T A BUSINESS EUROPEAN LTD
487,T A CALLEAR CONSULTANCY LTD
488,T A CARPENTRY & CONSTRUCTION (MIDLANDS) LIMITED
489,T A CARPENTRY & JOINERY LIMITED
490,T A CATERERS LIMITED
491,T A C CONSULTING LTD
492,T ACCOUNTANTS & CO LTD
493,T ACCOUNTING ADVISORS LTD
494,T ACCOUNTS LIMITED
495,T ACCOUNTS (NW) LTD
496,T ACCOUNTS SERVICES LIMITED
497,T A CHANGE CONSULTANTS LTD
498,T. A. CLIFFORD LIMITED
499,T. A. CLOUD LIMITED
500,T A COLBOURNE PROJECTS LTD
501,T A CONSULTANCIES LTD
502,T A CONSULTANCY LIMITED
503,T A CONVERSIONS LIMITED
504,T A COSTELLO & CO. LTD.
505,T A COWAN LTD
506,T A COWPERTHWAITE LIMITED
507,T A CRAIG LIMITED
508,T ACTION FILMS LTD
509,T A CULLUM CONTRACTING LTD
510,T ADAM LIMITED
511,T. A. D. BUILDERS LIMITED
512,T. ADDISON PLUMBERS LTD.
513,T. A. D. ELECTRICAL LIMITED
514,T A D ELECTRICS UK LIMITED
515,T. ADELODUN ENGINEERING SOLUTIONS LIMITED
516,T A DESIGN LIMITED
517,T A DESIGN AND BUILD LTD
518,T A DICKSON LTD
519,T A DIGITAL MARKETING LTD
520,T ADOMAKOH LIMITED
521,T A DOWNEY LIMITED
522,T. A. D. PROPERTIES INVESTMENTS LIMITED
523,T A DRILLING (SALES) LIMITED
524,T. A. DRIVING SERVICES LIMITED
525,T A DUNLEAVY LIMITED
526,T A ELECTRIC COMPANY LTD
527,T A ELECTRICAL CONTRACTORS LTD
528,T A ELECTRICAL SOLUTIONS LIMITED
529,T. A. ELLIOTT LTD
530,T A ESTATES LTD
531,T AESTHETICS & TRAINING LTD
532,T AESTHETICÃ¢â¬â¢S LTD
533,T A F COMPONENTS LIMITED
534,TAFFY T LTD
535,T A FISHER LIMITED
536,T A FISHER & SONS LIMITED
537,T A FISHER COMMERCIAL LIMITED
538,T A FISHER DEVELOPMENTS LIMITED
539,T A FISHER DEVELOPMENTS (BRACKNELL) LIMITED
540,T A FISHER (HOLDINGS) LIMITED
541,T A FISHER (MORTIMER) LTD
542,T. A. FISHER (REDFIELDS) LIMITED
543,T A FITNESS AND HEALTH LTD
544,T A FRANCIS ELECTRICAL LIMITED
545,T A GAUNT LIMITED
546,T A G ENGINEERING SERVICES LIMITED
547,T A G G PLANT HIRE AND GROUNDWORKS LTD
548,T A G GREEN LIMITED
549,T A GILL LTD
550,T A G PROMOTIONS LIMITED
551,T A GRAHAM IP SERVICES LIMITED
552,T A GRANGE INVESTMENTS LLP
553,T A GRANT LIMITED
554,T A GREEN LIMITED
555,T. A. GREEN & SONS (DOWN FARMS) LIMITED
556,T A GREEN ROOFING LIMITED
557,T A GREIG LIMITED
558,T. A. G. SCAFFOLDING LIMITED
559,T A H ACCESS PLATFORMS LLP
560,T AHAMED LTD
561,T. A. HAMILTON LTD
562,T A HARDWICK CONSTRUCTION LIMITED
563,T A HAZELTON TRANSPORT LIMITED
564,T A H CONSTRUCTION LTD
565,T A HEALTH LTD
566,T A HEARTY BUILDING SERVICES LIMITED
567,T A HILL & SON LIMITED
568,T A H INDUSTRIES LIMITED
569,T AHMAD CONSULTANTS LTD
570,T A H MAINTENANCE LTD
571,T AHMED LTD
572,T A HODGSON LIMITED
573,T A H PLUMBING LIMITED
574,T A H SOLUTIONS LTD
575,T. A. H TRADING LIMITED
576,T A INNS LIMITED
577,T AINSWORTH & SONS LIMITED
578,T A INTERIORS LTD
579,T A INVESTMENTS LIMITED
580,T AIR LTD
581,T AITCHISON & SON LTD
582,T AJAX ELECTRICAL AND PLUMBING LIMITED
583,T A JOINERY LTD
584,T A JOINERY & CONSTRUCTION LTD
585,T A JONES LTD
586,T A JONES CONTRACTING LTD
587,T A JONES PROPERTIES LIMITED
588,T AKANNI LTD
589,T. A. K CONTRACTORS LTD
590,T A KITTOW & SONS LIMITED
591,T A KNOX LIMITED
592,T ALABASTER CONSTRUCTION LIMITED
593,T A LANCASTER CONTRACTING LIMITED
594,T. A. LAW LIMITED
595,T A L COMPUTER SERVICES LIMITED
596,T A L CONSTRUCTION LTD
597,T ALDERMAN LIMITED
598,T A LEISURE LTD
599,T. ALEXANDER LTD
600,T. ALEXANDER & CO. (LISBURN) LIMITED
601,T ALI & CO UK LIMITED
602,T. ALI & SONS LIMITED
603,T A LICENSED GROCERS LTD
604,TALKING T'S LIMITED
605,TALKING T'S OF CAMBRIDGE LIMITED
606,T ALLA LTD
607,T. ALLEN ALLOYS LTD
608,T ALLEN CONSTRUCTION LTD
609,T ALLEN DESIGN LIMITED
610,T ALLEN DEVELOPMENTS LTD
611,T. ALLEN ENGINEERING SERVICES LIMITED
612,T ALLEN ENGINEERING SERVICES TRUSTEES LIMITED
613,T ALLEN FUNERAL SERVICES LIMITED
614,T ALLEN HEALTHCARE LTD
615,T ALLEN HOLDINGS LIMITED
616,T ALLEN HOMES LTD
617,T ALLEN METAL FINISHERS LIMITED
618,T ALLEN PROPERTIES LTD
619,T. ALLEN STOCKHOLDERS LIMITED
620,T. ALLMAN BUTCHERS LTD.
621,T ALLTREE & SON LTD
622,T A LOCUM SERVICES LIMITED
623,T. ALUN JONES LIMITED
624,T ALUN JONES & SON
625,T A L X LTD
626,T A MACHINES LTD
627,T A MAGNETS LIMITED
628,TAMARA T LIMITED
629,T A MASON LTD
630,T A MCMAHON OPTOMETRISTS LIMITED
631,T A MEDICAL LTD
632,T. A. MEDICAL SERVICES LTD
633,T A MERCER LIMITED
634,T AMES PROPERTIES LIMITED
635,T A M IMPORT & EXPORT LIMITED
636,T A MINIMARKET LTD
637,T A M INSULATION LTD
638,T. AMMAR LIMITED
639,T A MORRIS LEISURE LIMITED
640,T A MOSCROP LIMITED
641,T A MOTORS ENGINEERS LTD
642,T A MOUNTAIN LIMITED
643,T A MOYLE CONSTRUCTION LTD
644,T A M WINDOWS LTD
645,TANA T TRADING LTD
646,T & A LIMITED
647,T AND AA LTD
648,T & A ARCHITECTURAL IRONMONGERY LIMITED
649,T & A ARTISAN LIMITED
650,T & A ASHTON LTD
651,T & A AUTOS LIMITED
652,T & A BARON LTD
653,T AND A BOYLE LLP
654,T & A BRICKWORK LIMITED
655,T & A BROTHERS LTD
656,T & A BROTHERS INT LTD
657,T & A BUILDERS LIMITED
658,T & A BUILDING AND MAINTENANCE LTD
659,T & A BUILDING CONTRACTORS LIMITED
660,T & A BUILDING SERVICES LTD
661,T AND A BUILDING SERVICES LONDON LTD
662,T & A BUSINESS CONSULTANTS LIMITED
663,T & A.C ALLEN SERVICES LTD
664,T & A CARS LIMITED
665,T & A CONCRETE PUMPING HIRE LTD
666,T & A CONSTRUCTION LTD
667,T & A CONSTRUCTION AND MAINTENANCE LTD
668,T & A CONSTRUCTION (HOLYHEAD) LTD.
669,T & A CONSULT LTD
670,T & A CONSULTANCY LIMITED
671,T & A CONSULTANTS (UK) LIMITED
672,T & A CONTRACTING LIMITED
673,T & A CORPORATION LTD
674,T & AC PROPERTIES LTD
675,T & A CROLLA LTD
676,T & A DENNIS LIMITED
677,T & A DESIGN LIMITED
678,T & A DESSERTS LTD
679,T & A DEVELOPMENTS
680,T & A DEVELOPMENTS 2019 LIMITED
681,T & A DIAGNOSTICS & SONS LTD
682,T & A DOBINSON CONSULTANCY LIMITED
683,T & A (DORSET) LIMITED
684,T AND A DUCTWORK LTD
685,T. & A. DUNN DEVELOPMENTS LTD
686,T & A EDUCATION LIMITED
687,T & A ELECTRICAL LIMITED
688,T & A ENVELOPES LIMITED
689,T & A ESSEX LIMITED
690,T & A ESSEX PROPERTIES LTD
691,T & A EVENTS LTD
692,T AND A FABRICATIONS LIMITED
693,T AND A FLETCHER LTD
694,T & A FLOORING LTD
695,T & A FOOTWEAR LIMITED
696,T & A FYFE LIMITED
697,T & A GROUNDWORK CIVILS LTD
698,T & A HALL AND SONS LIMITED
699,T & A HAULAGE LTD
700,T & A HAULAGE AND TRANSPORT LTD
701,T & A HIGHWAYS LIMITED
702,T & A HOLDINGS LIMITED
703,"T. &. A. INNS, LIMITED"
704,T & A INSPECTIONS LIMITED
705,T. & A. INSTALLATIONS LTD.
706,T & A INSTALLATIONS LTD.
707,T & A INSTALLATIONS SERVICES LIMITED
708,T & A JAMES LIMITED
709,T & A JOINERY LIMITED
710,T & A KEBABS LTD
711,T & A KERNOGHAN LIMITED
712,T & A KERNOGHAN (HOLDINGS) LIMITED
713,T & A LAING LIMITED
714,T & A LAWLOR ENTERPRISES LTD
715,T & A LEISURE LTD
716,T & A LETTINGS LIMITED
717,T & A (LONDON) LTD
718,T & A MANAGEMENT LIMITED
719,T. & A. MCCLELLAND LIMITED
720,T & A MEDIA CONSULTANTS LTD
721,T & A MEDIA PROPERTIES LTD
722,T AND A MOTORS LIMITED
