categories,change_1_day,change_1_year,country,id,market_cap,name,rank,share_price
['Aerospace'],41.78%,18.61%,USA,69647414978242bb986ba3b8c83c99bb,$0.47 B,Astronics Corporation,5487,$14.66
"['Biotech', 'Pharmaceuticals']",0.00%,-33.83%,UK,b301560a711a400ba9a019b2af3e5451,$0.47 B,Silence Therapeutics,5486,$13.20
"['Banks', 'Financial services']",0.47%,-0.41%,USA,aa6b88b3d2d1409a8895eaf2c9a3790b,$0.47 B,Bridgewater Bancshares,5485,$17.18
"['Chemicals', 'Renewable energy', 'Energy', 'Biofuel']",2.24%,27.39%,USA,cf8bb832b09b4e009d2b9dbca7e52504,$0.41 B,Futurefuel,5600,$9.58
"['Pharmaceuticals', 'Biotech']",6.36%,65.27%,USA,09bfd510bfb34249a163dbc3f849a098,$0.41 B,Entrada Therapeutics,5599,$13.37
['Healthcare'],2.60%,-37.35%,UK,6688c25813e74ce9a92fec1e54032076,$0.42 B,Compass Pathways,5598,$9.88
['Fertilizer companies'],-0.51%,-16.87%,USA,8ba2a3d4aeb94289944e7d1a081d62fa,$0.42 B,Intrepid Potash,5597,$31.20
"['3D Printing', 'Tech']",11.33%,-58.23%,USA,75d16640e9ad467a8ed34038d40514a3,$0.42 B,Velo3d,5596,$2.26
,-0.17%,47.55%,USA,b9e93276f3d04f51b8565aaa323b5fdf,$0.42 B,Preformed Line Products,5595,$85.65
"['Pharmaceuticals', 'Biotech']",0.60%,-56.89%,USA,c74a77c5802e4b128fbe45595671e4ca,$0.42 B,Inovio Pharmaceuticals,5594,$1.69
['Mining'],-0.15%,-10.34%,India,28fa67cc33ed449e8a873f23242c85df,$0.42 B,Moil,5593,$2.08
"['Banks', 'Financial services']",0.00%,34.68%,USA,74c9171e8f124f2c8ccba0f6f2ad0536,$0.42 B,Greene County Bancorp,5592,$49.90
"['Mining', 'Gold mining']",-1.45%,-71.51%,USA,c1243592080547af83b5eb93c2c7bbb6,$0.42 B,Argonaut Gold,5591,$0.51
"['Software', 'Tech']",-4.20%,-69.83%,USA,e14149aa95cb41178517d6d50ff9e46f,$0.42 B,Domo,5590,$12.33
"['Software', 'Tech']",2.06%,-34.42%,USA,271431c766894282b34dc546b2833d2e,$0.42 B,Digimarc,5589,$21.28
"['Pharmaceuticals', 'Biotech']",1.07%,-46.86%,USA,f596d3e91f9141f2a2091b4e537aef86,$0.42 B,Vanda Pharmaceuticals,5588,$7.54
"['Software', 'Tech']",2.07%,-43.59%,USA,f8bab959c72b40d9a2d45e6ac7f5a44e,$0.42 B,On24,5587,$8.89
"['Pharmaceuticals', 'Biotech']",7.96%,24.24%,Ireland,b1af01ab5bd44a1990ab9c5071782703,$0.42 B,Avadel Pharmaceuticals,5586,$6.92
"['Pharmaceuticals', 'Biotech']",7.25%,-67.17%,USA,a1d47197c3a34f25b1c551ccd94f5674,$0.42 B,Codexis,5585,$6.51
"['Pharmaceuticals', 'Biotech']",-1.01%,-56.40%,UK,ccffab55f05548f4882b4b215195633d,$0.37 B,Centessa Pharmaceuticals,5700,$3.92
"['REITs', 'Real estate', 'Investment']",0.54%,-47.77%,Canada,61dfb159de2e4ebfa5fa8605a266d8c5,$0.37 B,City Office Reit,5699,$9.38
"['Footwear', 'Clothing']",5.49%,-79.79%,USA,f3c29e3d13c44df6a48dcff7fe6046ae,$0.37 B,Allbirds,5698,$2.50
"['Video games', 'Entertainment', 'Media/Press']",-2.33%,-58.18%,Japan,438d4dfab00f4f6fab5ab738195dddbd,$0.37 B,Bushiroad,5697,$5.52
"['Video games', 'Entertainment', 'Tech']",0.43%,36.14%,USA,e540578aeff0495f83c80475caac661e,$0.37 B,Sciplay,5696,$16.50
"['Banks', 'Financial services']",0.34%,-5.64%,USA,7851bbc19e894e10b147b37e3dd45a0c,$0.37 B,American National Bank & Trust Company,5695,$35.31
"['Electricity', 'Renewable energy', 'Energy']",-0.55%,-23.12%,India,ea77a4c3f6b64d519217263679f8406f,$0.37 B,Inox Wind,5694,$1.33
['Footwear'],2.20%,52.20%,India,199b6072c7294129aa00abbee6aeaa0b,$0.37 B,Mirza International,5693,$3.12
,2.03%,-47.35%,USA,dacef522b43249f5abd3e25ceaede1c6,$0.37 B,Stoke Therapeutics,5692,$9.53
"['Banks', 'Financial services']",-2.89%,-19.90%,USA,3a34d994cc10425b92a55a494c3454ff,$0.37 B,Capstar Financial,5691,$17.15
"['Mining', 'Batteries']",5.94%,-25.64%,USA,8aaf01525ead471aaca078da9cb5947f,$0.37 B,American Battery Technology Company,5690,$0.58
"['Bitcoin', 'Tech', 'Bitcoin mining']",15.66%,-64.25%,Canada,80864f898a7049a599b018b56ca05627,$0.37 B,Hut 8 Mining,5689,$1.92
"['Software', 'Tech', 'Internet']",0.72%,-55.65%,Canada,b086dff87abc44bea238defc786eb4da,$0.37 B,Tucows,5688,$35.03
"['Pharmaceuticals', 'Biotech']",20.00%,-63.24%,USA,29df6c894f3940ff8279b1deaafa608a,$0.37 B,Vaxxinity,5687,$3.00
['Clothing'],-3.19%,98.06%,India,1b20833ace624f74b460adfe54641e02,$0.37 B,Kewal Kiran Clothing,5686,$6.14
"['Pharmaceuticals', 'Biotech']",3.14%,-41.04%,USA,c8d634ac59264ecdbe8f082729a780da,$0.37 B,Aura Biosciences,5685,$10.50
"['Software', 'Tech', 'Financial services']",6.59%,-80.40%,USA,705e145ab15f4af0afae290b0f2d6594,$0.33 B,Forge Global,5800,$1.94
"['Real estate', 'Financial services']",3.06%,-45.02%,USA,bb8d132d0bdd4c138324e766fbc025ad,$0.33 B,Granite Point Mortgage Trust,5799,$6.40
"['Engineering', 'Professional services']",-0.15%,28.72%,India,bad6656e88a74e37ac9a95b12a1c07c5,$0.33 B,Hbl Power Systems,5798,$1.21
['Advertising'],6.44%,-47.10%,USA,c38d92c8610d415a8db61c82d7fa8545,$0.33 B,Quotient Technology,5797,$3.47
"['Video games', 'Entertainment', 'Tech']",11.13%,-83.47%,USA,23c4a40c0e854c33975645b2f3ab4a6d,$0.33 B,Skillz,5796,$0.80
"['Supermarket Chains', 'Retail']",2.61%,5.50%,USA,5f0ecd36b7b34c3ea5f9312dbfa35a7c,$0.33 B,Village Super Market,5795,$23.20
,1.28%,329.52%,USA,33a5ee1087344f1c809feb616be89649,$0.33 B,Mammoth Energy Services,5794,$7.13
['Insurance'],0.43%,-13.55%,,c34c0cce30bf4189b9458a8c768a979f,$0.33 B,Maiden Holdings,5793,$2.36
['Medical devices'],5.75%,-46.20%,USA,af26040a32a6466892be26fa93b9fc77,$0.33 B,Vicarious Surgical,5792,$2.76
['Electronics'],1.61%,85.19%,USA,3db935f0aa7640faabc22b6ecee9ec6c,$0.33 B,Richardson Electronics,5791,$24.00
['Entertainment'],-1.80%,145.31%,USA,92a1568dda6946f5ac0229ec3de2668d,$0.33 B,Loop Media,5790,$6.01
,3.99%,-76.97%,USA,e0c8a317224f47388f74c1df7a5da6f8,$0.33 B,Holley,5789,$2.87
"['Video games', 'Entertainment', 'Tech']",-1.05%,-18.42%,South Korea,16e896e6ec524985ac8faf34abee3d27,$0.34 B,Gravity Co.,5788,$49.06
,1.05%,37.43%,USA,5c9f59afbb634ae387b4bf43ffa708b0,$0.34 B,Build-a-bear,5787,$23.13
"['Biotech', 'Medical devices']",1.95%,-64.30%,USA,7de55838b3ee4722af5fe68e470294d6,$0.34 B,Organogenesis,5786,$2.61
['Media/Press'],1.40%,-70.88%,UK,f203dbe7710f422aa215cf432419c504,$0.34 B,Reach Plc,5785,$1.06
"['Restaurant chains', 'Food']",3.41%,35.49%,USA,77555a70d2764333827c8ed6d0fd07a6,$0.29 B,Nathan's Famous,5900,$71.85
"['Video games', 'Entertainment']",0.96%,-35.00%,China,370d55d8e3984bc29cb3da60bc18e7ee,$0.29 B,Friendtimes,5899,$0.13
"['Automakers', 'Electric Vehicles']",10.74%,-89.64%,UK,34f3b9df8c6442d3af0a3fe94e909778,$0.29 B,Arrival,5898,$0.46
"['Healthcare', 'Software', 'Tech']",1.18%,-59.02%,USA,5b9c827f466141b58dbe4eeee1478b94,$0.29 B,Optimizerx,5897,$17.20
"['Pharmaceuticals', 'Biotech']",5.92%,,USA,c39760f392734db3a79c07e0b84bf1d9,$0.29 B,Acrivon Therapeutics,5896,$14.13
"['Video games', 'Entertainment']",0.45%,93.33%,China,e508f1afe2f94bb1a193a443063c8e47,$0.29 B,Zengame Technology,5895,$0.29
['Biotech'],7.77%,-56.74%,Israel,d2426df6df43414ea7bd47bcb5887cb3,$0.29 B,Alpha Tau Medical,5894,$4.30
"['Uranium', 'Energy', 'Mining']",3.97%,-12.18%,Canada,35589bb4def347e4a591c5fd05a419a8,$0.29 B,Encore Energy,5893,$2.74
"['Financial services', 'Software', 'Tech']",-2.97%,-26.59%,USA,c3d00559766e49ebabe62e804ca45e84,$0.29 B,Priority Technology Holdings,5892,$3.92
['Media/Press'],2.00%,-59.20%,USA,09abf38b38ec445b8aae8ff1080bd639,$0.29 B,Gannett,5891,$2.04
"['Pharmaceuticals', 'Biotech']",-4.30%,259.65%,USA,19a7ba3ef80c418b83d6e104086f520a,$0.29 B,Cabaletta Bio,5890,$10.25
"['Automakers', 'Electric Vehicles']",11.11%,-47.37%,USA,2bc35300bd5d4083a10824f2e90c91bf,$0.29 B,Lordstown Motors,5889,$1.30
,3.92%,-65.70%,USA,f6d04b3565d147109df7b87dda42c1f5,$0.29 B,Weight Watchers,5888,$4.24
['Medical equipment'],0.25%,69.83%,USA,bd0b8c1fc0b543efa4e5f278c967a776,$0.29 B,Viemed Healthcare,5887,$7.88
['Pharmaceuticals'],0.00%,-13.94%,USA,52791715444747f091ee244e744a0129,$0.29 B,Oyster Point Pharma,5886,$11.17
"['Gambling', 'Entertainment']",3.32%,4.06%,USA,128b35e8137047f3a4cafbd4814ab106,$0.29 B,Full House Resorts,5885,$8.72
"['Bitcoin', 'Tech', 'Bitcoin mining']",8.65%,-65.49%,Canada,c8d79d33006f4fd697205e0dea502932,$0.26 B,Hive Blockchain Technologies,6000,$3.14
"['Software', 'Tech']",-3.33%,,India,004d4c164ae74e188b5330be53757955,$0.26 B,Emudhra,5999,$3.34
"['Electricity', 'Energy']",1.28%,-50.00%,India,9ab1ca4e7b5e42ab9d15555da09c14cc,$0.26 B,Rattanindia Power,5998,$0.05000
['Consumer goods'],-1.40%,-52.61%,USA,ce4b655545ad4e52a6cf3b70baa21e65,$0.26 B,The Honest Company,5997,$2.82
"['Pharmaceuticals', 'Biotech']",0.68%,-52.87%,USA,4ed28004c4324434b3cc95408ca1a242,$0.26 B,Kinnate Biopharma,5996,$5.92
"['Biotech', 'Pharmaceuticals']",4.91%,-28.45%,USA,00efbc6a02c248a192bd3018a910578b,$0.26 B,Selecta Biosciences,5995,$1.71
"['Clothing', 'Retail']",0.63%,-53.63%,USA,727b6cf064774e9cab2c6db30ff735de,$0.26 B,Lands' End,5994,$7.93
,2.85%,-13.07%,India,4fb80b1aaf054453b5bffc00bf23d40c,$0.26 B,Apollo Pipes,5993,$6.65
['Transportation'],-0.73%,-17.00%,USA,bff6b259bcdd4bd48e0c0c48c35e7014,$0.26 B,Radiant Logistics,5992,$5.42
['Pharmaceuticals'],-1.39%,-54.74%,India,a31bd056bc4047929aa4e8add2de0eb4,$0.26 B,Sequent Scientific,5991,$1.05
['Biotech'],0.87%,-24.35%,USA,934a6709f23b4fdc9cde6051acf3ba51,$0.26 B,Rallybio,5990,$6.96
"['Rental & Leasing Services', 'Real estate', 'Travel']",4.31%,-85.08%,USA,b75f89b7c748462980abc3fe7bf0f185,$0.26 B,Sonder Holdings,5989,$1.21
"['Video games', 'Entertainment']",3.68%,-9.85%,Sweden,2652a4e745f5455f9d32a06045d4bf9a,$0.26 B,Enad Global 7,5988,$2.93
['Furniture'],1.83%,-26.25%,USA,fd0e7d416be145c2af0aebbfdf0f5516,$0.26 B,Kimball International,5987,$7.22
['Pharmaceuticals'],7.22%,-38.88%,USA,0b4722d13adb44f790d10bdabf169e0c,$0.26 B,Oric Pharmaceuticals,5986,$6.68
['Financial services'],11.91%,10.71%,China,c2b5402f21c540e4a83b032ce26891bc,$0.26 B,Yiren Digital,5985,$3.10
['Financial services'],8.92%,-63.62%,USA,8716746f7da542ad8c4143926db47c71,$0.23 B,Homepoint,6100,$1.71
"['Mining', 'Gold mining', 'Silver Mining']",5.63%,-2.60%,USA,5285e0fd11444e81998a79f8dcf0bd97,$0.23 B,Perpetua Resources,6099,$3.75
['Food'],1.61%,-32.26%,USA,6d23c92bf77b4746a06d3aef25413dd5,$0.23 B,Alto Ingredients,6098,$3.15
,-3.12%,-68.45%,India,bd39833652ac422988f3a16960caa90b,$0.23 B,Filatex India,6097,$0.53
"['Video games', 'Entertainment', 'Tech']",3.03%,-69.60%,UK,19b18348ce1a495a97b8f214e217575b,$0.23 B,Frontier Developments,6096,$6.02
"['Retail', 'Clothing']",-0.38%,-33.92%,USA,9de745291b15436a8b40d79792275876,$0.23 B,Tillys,6095,$7.95
"['Real estate', 'Internet', 'Tech']",0.00%,-51.01%,Russia,e16c3aa61f3143ecb26f51d4e744b9c9,$0.23 B,Cian,6094,$3.40
"['Construction', 'Engineering']",-2.98%,48.90%,,d50ce437f05248068b63e53c339ef4b3,$0.23 B,Aenza,6093,$2.78
['Financial services'],-3.32%,58.42%,USA,969b69ba880d40c7a36ee697d685f138,$0.23 B,Performant Financial,6092,$3.20
['Courier'],0.07%,-32.72%,India,e25d67b9cfeb42ae8e54200ac59cb74e,$0.23 B,Gati,6091,$1.83
['Electronics'],6.78%,2.23%,USA,ac7b1b1c85224798acc2968b008f2bec,$0.23 B,Voxx International,6090,$10.08
"['Pharmaceuticals', 'Biotech']",3.98%,81.74%,USA,a5002c7abade4a8183e95b99ff553d61,$0.23 B,Savara Pharmaceuticals,6089,$2.09
['Semiconductors'],3.98%,-27.32%,USA,933bfc55fc144e949e9e264733696f0a,$0.23 B,Axt Inc,6088,$5.48
"['Mining', 'Silver Mining', 'Gold mining']",4.72%,-41.67%,Canada,08b8f52834114585b0ce836de32918b0,$0.23 B,Vizsla Silver,6087,$1.33
,1.41%,0.47%,Canada,a5be108131694d448e3985d49c130700,$0.23 B,Emx Royalty,6086,$2.16
['Advertising'],0.66%,1.79%,USA,04753312fdff4ac4af9357c6a373201e,$0.24 B,Quad,6085,$4.56
"['Medical devices', 'Medical equipment']",0.59%,0.00%,USA,7e5e52b333a64c129f5d121d81d61d39,$0.20 B,Beyond Air,6200,$6.77
"['Software', 'Tech', 'IT services', 'Professional services']",0.72%,-15.32%,USA,5eba1b5fe3cf4337b93139023023633b,$0.20 B,Agilethought,6199,$4.20
['Financial services'],5.71%,-31.48%,USA,69366da9b78a4b39bac1be35e64e8a79,$0.20 B,Innovate Corp.,6198,$2.59
,9.27%,-29.72%,India,4e84fd4192514540a0d92a0184538cc0,$0.20 B,Indian Metals & Ferro Alloys,6197,$3.76
"['Renewable energy', 'Energy', 'Electricity']",14.63%,-29.85%,USA,872747410cbd473d80ae56135b961672,$0.20 B,Spruce Power,6196,$1.41
,5.41%,-28.77%,USA,b40070ff669d477bad61efc6cdde721a,$0.20 B,Ngl Energy Partners,6195,$1.56
['Toys'],1.99%,156.72%,USA,44bf2207f83049ccb4ca5e29bf900900,$0.20 B,Jakks Pacific,6194,$21.00
"['Banks', 'Financial services']",1.20%,10.00%,USA,eb7a3ca30f9349cebafc29c5fb869946,$0.20 B,C&f Financial Corporation,6193,$58.85
['Healthcare'],0.65%,-1.04%,India,65423eca84dd467083ffb76015ad5a38,$0.20 B,Shalby,6192,$1.90
,2.50%,42.14%,India,1e582c8417b34600ba4b9cb8144f9bdc,$0.20 B,Wendt India,6191,$102.67
"['Pulp and paper', 'Packaging']",0.58%,15.65%,Sweden,2e08be51eadf48a287449fd2beeab7f8,$0.20 B,Rottneros,6190,$1.33
"['Clothing', 'Retail']",4.03%,-55.34%,USA,a044d2766f53475593fa53aa9254d523,$0.20 B,Duluth Holdings,6188,$6.19
"['Pharmaceuticals', 'Biotech']",-2.86%,,Australia,6e457f2b275048eb84b6ef2f84327e7a,$0.20 B,Incannex Healthcare,6187,$3.40
"['Cannabis', 'Tech', 'Internet']",7.41%,-75.05%,USA,d3df16420fa54796984e5a44c79b628d,$0.20 B,Wm Technology,6186,$1.16
,3.51%,-72.44%,USA,83a39fe8295b4823872ade4cac007557,$0.20 B,Smiledirectclub,6185,$0.54
,7.58%,-91.46%,USA,c82fe7a98a27453894f45d4e6cb4245b,$0.17 B,Cardlytics,6300,$5.25
"['Financial services', 'Software', 'Tech']",5.24%,-76.74%,USA,7a2cb058dfc142078d7c5f62ff958786,$0.17 B,Diebold Nixdorf,6299,$2.21
['Food'],16.55%,-54.37%,USA,ecba4f1c82f547c58cdffb6c35f26901,$0.17 B,Appharvest,6298,$1.62
"['Pharmaceuticals', 'Biotech']",0.23%,,USA,d743c9247da84ff5ba3fc6201e90b148,$0.17 B,Third Harmonic Bio,6297,$4.32
"['Media/Press', 'Telecommunication']",2.02%,-55.43%,India,9ac77b4a56e34ceb93cd5397752e504d,$0.17 B,Gtpl Hathway,6296,$1.56
,0.27%,-42.40%,India,db024884c5e343698999cfc45f40fcd2,$0.17 B,Ineos Styrolution,6295,$9.97
"['Cannabis', 'Biotech', 'Pharmaceuticals']",2.12%,-34.19%,Israel,3946ceb6ae984b1681e5c1684be1c02e,$0.17 B,Intercure,6294,$3.85
,-3.80%,-9.32%,India,1ddc0fbd25f84080bf2513e7fe57ac0f,$0.17 B,Sandhar,6293,$2.92
"['Networking hardware', 'Tech', 'Tech Hardware']",0.97%,-7.93%,Israel,ad36e581984a4d97aec950f18a044ef8,$0.17 B,Ceragon Networks,6292,$2.09
"['Media/Press', 'Entertainment']",1.29%,-47.11%,Japan,fb141a7ecddc4fec969df4a470b22309,$0.17 B,Alphapolis,6291,$18.19
['Real estate'],1.36%,-35.27%,USA,262bbae08fbd44948cf286f8b4362b94,$0.17 B,Stratus Properties,6290,$21.62
"['IoT', 'Tech', 'Software']",2.35%,-11.79%,USA,6609f712ce0f4c6181b717fb4830084c,$0.17 B,Calamp,6289,$4.79
['Home & Kitchen Appliances'],3.46%,-42.97%,USA,c25658c5c6064b2da008372683f3412c,$0.17 B,Lifetime Brands,6288,$8.07
"['Banks', 'Financial services']",0.20%,15.34%,USA,e4d46135b4254c0fbc4a115df5f8b434,$0.17 B,Salisbury Bancorp,6287,$30.75
"['Oil&Gas', 'Energy']",-0.85%,-26.07%,USA,6fd77f8255e94203819070d720d5db8d,$0.17 B,Summit Midstream,6286,$17.50
,2.72%,-40.67%,USA,0cbc5cdb3ed3497f90450c60ab23e247,$0.17 B,Akoustis Technologies,6285,$3.02
"['Video games', 'Entertainment']",0.24%,-28.80%,Taiwan,6d1c75078d6c467ab6e4464e58f8affa,$0.15 B,X-legend Entertainment,6400,$1.36
['Automotive Suppliers'],-0.11%,79.03%,India,f45122a622d9495f9b1088201c6cd360,$0.15 B,Rico Auto Industries,6399,$1.11
"['Railways', 'Transportation']",-0.68%,-3.45%,Poland,7d7b0b8f2d154f0a9911aa679c6d4f54,$0.15 B,Pkp Cargo,6398,$3.36
"['Advertising', 'Tech', 'Software']",4.19%,-62.58%,USA,f81ad01602bf4b719b239ddd79e5ab71,$0.15 B,Adtheorent,6397,$1.74
"['Semiconductors', 'Tech', 'Tech Hardware']",0.64%,-25.47%,France,fa4ccda55b1640e18509914af8aa3fb7,$0.15 B,Sequans Communications,6396,$3.16
['Aerospace'],5.02%,35.70%,USA,9b80fccc7395435ba4a03a4621a546e4,$0.15 B,Innovative Solutions And Support,6395,$8.78
['Clothing'],1.01%,-30.82%,India,a2d417ab29c44ba3b2fc6008f11c497e,$0.15 B,Kitex Garments,6394,$2.29
"['Software', 'Tech', 'Healthcare']",0.00%,-24.30%,Ireland,e51ae4211f664303a309525777d740fd,$0.15 B,Kneat.com,6393,$1.90
"['Engineering', 'Professional services']",0.20%,-27.21%,USA,fce9102d38f144a99174f91dfe9d8441,$0.15 B,Mistras Group,6392,$5.11
['Medical devices'],0.18%,-73.15%,Belgium,563259e21d2545469c00d7fa872c6ced,$0.15 B,Nyxoah,6391,$5.60
"['Banks', 'Financial services']",4.35%,-37.01%,USA,13557f3824cc4799a237eab5f8e83332,$0.15 B,Republic First Bancorp,6390,$2.40
"['Glasses and contact lenses', 'Internet', 'E-Commerce', 'Tech']",-1.30%,-66.12%,Germany,932a3ead8b12441da84c8f28c7d91620,$0.15 B,Mister Spex,6389,$4.52
"['Ports', 'Infrastructure']",0.61%,25.00%,Indonesia,39a80621e3cc483bbb51662503ad077d,$0.15 B,Nusantara Pelabuhan Handal,6388,$0.05000
"['Real estate', 'Investment', 'REITs']",1.90%,-32.62%,USA,67a16c7498c44c7ca71ae3fc37f973fc,$0.15 B,Sachem Capital,6387,$3.76
,-0.95%,14.49%,Turkey,2a49658fae9d4245bdadb468622e5727,$0.15 B,İşbir Holding,6386,$4.74
"['Pharmaceuticals', 'Biotech']",0.00%,-74.92%,USA,60db0ccd3c2f4e679b4e44998c0b87e5,$0.15 B,Berkeley Lights,6385,$2.23
"['Automakers', 'Electric Vehicles']",7.51%,-88.67%,Israel,1d3087094b804cb282f0d0d1223c2bc7,$0.12 B,Ree Automotive,6500,$0.50
"['Pharmaceuticals', 'Biotech']",12.50%,-85.38%,USA,00e8a12185494f30ac5abcf880e8e9e2,$0.12 B,Pardes Biosciences,6499,$1.98
"['Financial services', 'Banks']",1.48%,5.60%,USA,0a89ddacf7a94158ade8fbbc883def17,$0.12 B,Old Point Financial,6498,$24.71
"['Software', 'Tech']",1.05%,-86.09%,USA,2bba400ca3c64f249bd49d572c2f5d7d,$0.12 B,Latch,6497,$0.86
"['Pharmaceuticals', 'Biotech']",-0.35%,-49.65%,USA,ae832babbdf04be3ae6ed89d01c33c08,$0.12 B,Cel-sci,6496,$2.84
"['Chemicals', 'Fertilizer companies']",-0.93%,0.96%,India,092f3d875fe54eb791e1f4b563daadc7,$0.12 B,Mangalore Chemicals And Fertilizers,6495,$1.05
"['Banks', 'Financial services']",0.00%,-13.39%,USA,54db8c9f5c6943d29e19b1f62c813ac2,$0.12 B,Ohio Valley Banc Corp,6494,$26.00
,0.25%,-1.85%,India,c1baa157755544aabcaa6b0b0d773f40,$0.12 B,Srikalahasthi Pipes,6493,$2.65
['Financial services'],2.94%,-29.49%,,708ff52622d44bc4b0a014381b86321c,$0.12 B,Altisource Portfolio,6492,$7.70
,-0.21%,28.77%,USA,70add6e54ec0475183d532e257b2aaf3,$0.12 B,Fonar Corporation,6491,$18.71
"['Batteries', 'Electricity']",11.76%,-66.67%,USA,4c8abaa2ace542bd9570e1ddb90cfce5,$0.12 B,Eos Energy Enterprises,6490,$1.52
"['Silver Mining', 'Gold mining', 'Mining']",1.03%,-16.87%,Canada,eb344ddfa2d241419340150bf7222e8e,$0.12 B,Americas Gold And Silver Corp,6489,$0.66
"['E-Commerce', 'Internet', 'Tech']",-1.40%,-3.93%,China,b80a55a2bc224056af01b1112fe6aa7d,$0.12 B,Yunji,6488,$0.59
['Pharmaceuticals'],0.34%,-29.02%,USA,57fed7e22c314b64be4c0129ff9a0831,$0.12 B,Matinas Biopharma,6487,$0.58
"['Video games', 'Entertainment']",3.61%,-7.26%,Poland,2f113afd30fe460b8722c1d6cf516d30,$0.12 B,Creepy Jar,6486,$185.81
"['Mining', 'Gold mining', 'Silver Mining']",1.17%,40.80%,USA,334a70950d094bde87481aa0297b935d,$0.12 B,Hycroft Mining,6485,$0.63
"['Tech', 'Tech Hardware', 'Lidar', 'Autonomous driving']",1.33%,-78.64%,USA,b138ca4c575447ad8b48828a524200d8,$99.4 M,Aeye,6600,$0.62
"['Entertainment', 'Real estate']",3.12%,-23.08%,USA,3f5782708b3b4d31905122b3b047c7f3,$99.55 M,Reading International,6599,$3.30
['Professional services'],-7.32%,-79.40%,UK,c5ee18fc156e4426a18a3ec616c43fb1,$0.10 B,Knights Group,6598,$1.16
,2.97%,-25.94%,USA,c5e43a0fefda41fa9b90937c9a1f3b9c,$0.10 B,Powerfleet,6597,$2.77
"['Car retail', 'Retail']",0.99%,-51.10%,China,e2ae1de5ac8d4bdebf123c8c9caee282,$0.10 B,Kaixin Auto,6596,$0.51
"['Mining', 'Silver Mining', 'Gold mining']",4.26%,3.62%,Canada,21cfdd0b40e241638c9bec2e085ec1e2,$0.10 B,Avino Silver & Gold Mines,6595,$0.85
"['Food', 'Agriculture']",8.36%,-79.75%,USA,70157af04bef456da0b4689b7d28e45a,$0.10 B,Local Bounti,6594,$0.97
"['Telecommunication', 'Tech']",2.76%,-57.52%,Germany,6a6480826f78423ea8ead12ea4b79677,$0.10 B,Mynaric,6593,$4.46
"['Cement', 'Building materials']",-1.14%,-30.51%,India,3f4d4a5721404ea8973366d82b21c30c,$0.10 B,Mangalam Cement,6592,$3.69
"['Batteries', 'Electricity']",1.79%,6.54%,China,c0215edd91c9422c9f7ec9ade75475ee,$0.10 B,Cbak Energy,6591,$1.14
"['Diagnostics and Testing', 'Biotech']",-0.99%,-74.78%,Germany,25c1593a7a1948749b25604697217d30,$0.10 B,Mainz Biomed,6590,$7.00
"['Pharmaceuticals', 'Biotech']",1.31%,,UK,8eea3636c35e4a8d9bf742f3f54d2da8,$0.10 B,Mallinckrodt Pharmaceuticals,6589,$7.72
"['Pharmaceuticals', 'Biotech']",-3.45%,-35.98%,USA,57fcb11b9c214b6ba1ddf969e495c5d5,$0.10 B,Atossa Therapeutics,6588,$0.81
['Tech'],0.36%,-71.55%,USA,d9670c3bc5204a2c9da1e49f9fbf4f55,$0.10 B,Wag! Group,6587,$2.78
"['Banks', 'Financial services']",0.14%,-14.56%,USA,c2fb2b6e69914d83a9ea1ce7ca7ada30,$0.10 B,Provident Financial Holdings,6586,$14.20
"['Healthcare', 'Medical Care Facilities']",-1.09%,-46.40%,USA,3d0b3ba9f5ba4637ac1de89b79773f82,$0.10 B,Sonida Senior Living,6585,$15.40
"['Pharmaceuticals', 'Biotech']",-1.36%,-47.46%,UK,5bcf9a40e2514fa282c320840260d883,$75.68 M,Nucana,6700,$1.45
"['Video games', 'Entertainment']",2.99%,-20.00%,China,5a085404744843ea88d014d71e28c9b4,$75.93 M,Feiyu Technology International Company,6699,$0.04000
['Medical devices'],-0.54%,"6,055.56%",Canada,0f6cf75fd69248709d89f778fc0b3dbe,$76.28 M,Neovasc,6698,$27.70
"['Pharmaceuticals', 'Biotech']",4.19%,-82.32%,USA,fd0a2a8f8d324fed86ff5fbb00426b17,$76.31 M,Senti Biosciences,6697,$1.74
"['Pharmaceuticals', 'Biotech']",3.33%,-79.52%,USA,24b899be6376466da0db20800e2b19c4,$76.64 M,Xilio Therapeutics,6696,$2.79
['Aerospace'],-0.67%,-73.55%,USA,b5f1d0be5a2c4a619e14a4ba7f8bdacd,$77 M,Momentus,6695,$0.92
"['Cannabis', 'Retail']",9.62%,-90.98%,USA,154df13b822143f181fecee89df2f30e,$77.24 M,Hydrofarm,6694,$1.71
"['Video games', 'Tech', 'Entertainment']",0.00%,-50.00%,France,dc173ea72a764114944b0d35e304f15b,$77.72 M,Atari,6693,$0.20
"['Uranium', 'Energy', 'Mining']",3.33%,-23.91%,Canada,522781ff4f1b46ac8a0649c8c184951a,$78.27 M,Laramide Resources,6692,$0.35
['Clothing'],1.78%,-37.14%,Sweden,588d7f93dc9b4f3b8092b764ee040d5d,$78.34 M,Björn Borg,6691,$3.03
"['Pharmaceuticals', 'Biotech']",2.49%,-22.26%,USA,969d6c6dade2493f8fb6f0ffe6150900,$78.68 M,Viracta Therapeutics,6690,$2.06
"['Oil&Gas', 'Energy']",1.22%,20.34%,USA,58447f29694341dbb657eeba8d96ff26,$79.13 M,Gulf Island Fabrication,6689,$4.97
